Itemset                                                                                                       Support           Confidence
((panel/NN, wood/NN), small/JJ)                                                                               1.32468E-4          1.0     
(gpm/NN, 3.8/CD)                                                                                              1.32468E-4          0.33333 
(dimension/NNS, actual/JJ)                                                                                    1.32468E-4          0.1     
(radiator/NN, steam/NN)                                                                                       1.32468E-4          0.5     
(tool/NN, power/NN)                                                                                           1.32468E-4          0.1     
((panel/NN, Solar/NNP), minute/NN)                                                                            1.32468E-4          1.0     
(battery/NNS, same/JJ)                                                                                        1.32468E-4          1.0     
(tool/NNS, different/JJ)                                                                                      1.32468E-4          0.09091 
(batten/NNS, vertical/JJ)                                                                                     1.32468E-4          1.0     
(gravel/NN, various/JJ)                                                                                       1.32468E-4          1.0     
(grass/NN, old/JJ)                                                                                            1.32468E-4          1.0     
(tool/NNS, new/JJ)                                                                                            1.32468E-4          0.09091 
(((effect/NNS, health/NN), term/NN), long/JJ)                                                                 1.32468E-4          1.0     
(bearing/NN, direct/JJ)                                                                                       1.32468E-4          0.33333 
((payback/NN, year/NN), 3-5/CD)                                                                               1.32468E-4          1.0     
(grout/NN, normal/JJ)                                                                                         1.32468E-4          0.2     
((content/NN, calcium/NN), high/JJ)                                                                           1.32468E-4          1.0     
(bill/NN, clean/JJ)                                                                                           1.32468E-4          0.33333 
(behaviour/NN, press-and-hold/JJ)                                                                             1.32468E-4          1.0     
(top/NNS, 10/CD)                                                                                              1.32468E-4          0.33333 
((connector/NNS, pipe/NN), rubber/NN)                                                                         1.32468E-4          1.0     
(grossness/NN, other/JJ)                                                                                      1.32468E-4          1.0     
(beam/NNS, wooden/JJ)                                                                                         1.32468E-4          0.5     
(touch/NN, never/NN)                                                                                          1.32468E-4          1.0     
((pipe/NN, drain/NN), vertical/JJ)                                                                            1.32468E-4          1.0     
(ground/NN, level/NN)                                                                                         1.32468E-4          0.33333 
(grossness/NN, such/JJ)                                                                                       1.32468E-4          1.0     
(town/NNS, individual/JJ)                                                                                     1.32468E-4          0.5     
(((unit/NN, handler/NN), air/NN), central/JJ)                                                                 1.32468E-4          1.0     
(bedroom/NNS, three/CD)                                                                                       1.32468E-4          1.0     
(bedroom/NN, last/JJ)                                                                                         1.32468E-4          0.33333 
(growth/NN, weed/NN)                                                                                          1.32468E-4          0.5     
((patch/NN, repair/NN), drywall/NN)                                                                           1.32468E-4          1.0     
(grout/NN, premixed/JJ)                                                                                       1.32468E-4          0.2     
(grout/NN, old/JJ)                                                                                            1.32468E-4          0.2     
(training/NN, adequate/JJ)                                                                                    1.32468E-4          1.0     
(digging/NN, serious/JJ)                                                                                      1.32468E-4          1.0     
((part/NNS, motor/NN), fan/NN)                                                                                1.32468E-4          1.0     
(radiator/NNS, american/JJ)                                                                                   1.32468E-4          0.33333 
(radiator/NNS, steam/NN)                                                                                      1.32468E-4          0.33333 
(radiator/NNS, water/NN)                                                                                      1.32468E-4          0.33333 
(radio/NN, two-way/JJ)                                                                                        1.32468E-4          0.5     
(radio/NN, use/NN)                                                                                            1.32468E-4          0.5     
(transformer/NN, distribution/NN)                                                                             1.32468E-4          0.33333 
(bedroom/NN, secondary/JJ)                                                                                    1.32468E-4          0.33333 
(bedroom/NN, three/CD)                                                                                        1.32468E-4          0.33333 
(tray/NN, open/JJ)                                                                                            1.32468E-4          0.25    
((piece/NNS, length/NN), suitable/JJ)                                                                         1.32468E-4          1.0     
(((UL/NNP, Chemical/NNP), Dry/NNP), mult-purpose/JJ)                                                          1.32468E-4          1.0     
(benefit/NNS, non-monetary/JJ)                                                                                1.32468E-4          0.33333 
((pellet/NNS, ice/NN), dry/JJ)                                                                                1.32468E-4          1.0     
(Trek/NNP, Star/NNP)                                                                                          1.32468E-4          1.0     
((connector/NNS, wire/NN), bottom/JJ)                                                                         1.32468E-4          0.5     
(Guard/NNP, Orange/NNP)                                                                                       1.32468E-4          1.0     
(((risk/NNS, health/NN), term/NN), long/JJ)                                                                   1.32468E-4          1.0     
(benefit/NNS, efficiency/NN)                                                                                  1.32468E-4          0.33333 
(benefit/NN, much/JJ)                                                                                         1.32468E-4          1.0     
(guide/NN, good/JJ)                                                                                           1.32468E-4          0.33333 
((window/NN, household/NN), typical/JJ)                                                                       1.32468E-4          1.0     
(dimension/NNS, other/JJ)                                                                                     1.32468E-4          0.1     
(trip/NNS, eight/CD)                                                                                          1.32468E-4          1.0     
((connector/NNS, wire/NN), 63/CD)                                                                             1.32468E-4          0.5     
(benefit/NNS, structural/JJ)                                                                                  1.32468E-4          0.33333 
(gun/NN, loaded/JJ)                                                                                           1.32468E-4          0.07692 
((piece/NNS, bead/NN), corner/NN)                                                                             1.32468E-4          1.0     
(guideline/NNS, EPA/NNP)                                                                                      1.32468E-4          1.0     
(Guide/NNP, Treehouse/NNP)                                                                                    1.32468E-4          1.0     
((website/NN, Vent/NNP), Air/NNP)                                                                             1.32468E-4          1.0     
(Dingo/NNP, Toro/NNP)                                                                                         1.32468E-4          1.0     
(RadioRA/NNP, Lutron/NNP)                                                                                     1.32468E-4          1.0     
(radon/NN, excess/JJ)                                                                                         1.32468E-4          1.0     
(bet/NN, safe/JJ)                                                                                             1.32468E-4          1.0     
((pellet/NNS, ice/NN), small/JJ)                                                                              1.32468E-4          1.0     
(tub/NN, free-standing/JJ)                                                                                    1.32468E-4          0.07692 
(gun/NN, spray/NN)                                                                                            1.32468E-4          0.07692 
(gutter/NNS, aluminum/NN)                                                                                     1.32468E-4          0.33333 
(%/NN, 1/CD)                                                                                                  1.32468E-4          0.03704 
((plug/NN, wall/NN), chemical/NN)                                                                             1.32468E-4          1.0     
((damage/NN, surface/NN), minimal/JJ)                                                                         1.32468E-4          1.0     
(half/NN, back/JJ)                                                                                            1.32468E-4          0.16667 
((cabinet/NNS, kitchen/NN), standard/JJ)                                                                      1.32468E-4          1.0     
(dimension/NNS, odd/JJ)                                                                                       1.32468E-4          0.1     
(bit/NN, drill/NN)                                                                                            1.32468E-4          0.05882 
(((house/NN, brick/NN), clay/NN), 100/CD)                                                                     1.32468E-4          1.0     
(home/NN, home/not/NN)                                                                                        1.32468E-4          0.04167 
(block/NNS, aac/NN)                                                                                           1.32468E-4          0.14286 
((pipe/NNS, vac/NN), Central/NNP)                                                                             1.32468E-4          1.0     
(turn/NN, next/JJ)                                                                                            1.32468E-4          0.5     
(dimension/NNS, larger/JJR)                                                                                   1.32468E-4          0.1     
(rain/NN, significant/JJ)                                                                                     1.32468E-4          0.33333 
(rainfall/NNS, heavy/JJ)                                                                                      1.32468E-4          1.0     
(range/NN, 100/CD)                                                                                            1.32468E-4          0.2     
(range/NN, 50k/JJ)                                                                                            1.32468E-4          0.2     
(boiler/NNS, combination/NN)                                                                                  1.32468E-4          0.5     
(tutorial/NN, wonderful/JJ)                                                                                   1.32468E-4          0.5     
((((recipe/NNS, bait/NN), ant/NN), acid/NN), few/JJ)                                                          1.32468E-4          1.0     
(biscuit/NN, pre-cast/JJ)                                                                                     1.32468E-4          1.0     
((pressure/NN, line/NN), full/JJ)                                                                             1.32468E-4          1.0     
(halogen/NN, pin/NN)                                                                                          1.32468E-4          0.25    
((corner/NN, Eastern/NNP), North/NNP)                                                                         1.32468E-4          1.0     
(type/NN, old/JJ)                                                                                             1.32468E-4          0.08333 
((attachment/NN, hose/NN), heavy-duty/JJ)                                                                     1.32468E-4          1.0     
((sensor/NN, overflow/NN), bad/JJ)                                                                            1.32468E-4          1.0     
(halogen/NN, gu10/NN)                                                                                         1.32468E-4          0.25    
((builder/NN, contractor/NN), one/CD)                                                                         1.32468E-4          1.0     
((receptacle/NN, amp/NN), 20/CD)                                                                              1.32468E-4          1.0     
(dimension/NNS, stair-related/JJ)                                                                             1.32468E-4          0.1     
(dimmer/NNS, rocker/NN)                                                                                       1.32468E-4          0.33333 
(halogen/NN, 3/CD)                                                                                            1.32468E-4          0.25    
((weight/NNS, thing/NN), whole/JJ)                                                                            1.32468E-4          1.0     
(range/NN, adjustable/JJ)                                                                                     1.32468E-4          0.2     
(range/NN, same/JJ)                                                                                           1.32468E-4          0.2     
(range/NN, standard/JJ)                                                                                       1.32468E-4          0.2     
((website/NNS, DIY/NNP), several/JJ)                                                                          1.32468E-4          1.0     
(dimmer/NNS, discrete/JJ)                                                                                     1.32468E-4          0.33333 
(range/NNS, vanity/NN)                                                                                        1.32468E-4          0.5     
(hand/NN, skilled/JJ)                                                                                         1.32468E-4          0.14286 
((pipe/NNS, steel/NN), steam-carrying/JJ)                                                                     1.32468E-4          1.0     
((anchor/NN, drywall/NN), self-drilling/JJ)                                                                   1.32468E-4          1.0     
(ui/NN, common/JJ)                                                                                            1.32468E-4          1.0     
(dimmer/NNS, 4/CD)                                                                                            1.32468E-4          0.33333 
(hammer/NN, 24oz/JJ)                                                                                          1.32468E-4          0.11111 
(range/NNS, various/JJ)                                                                                       1.32468E-4          0.5     
(rate/NNS, ramp/NN)                                                                                           1.32468E-4          1.0     
(rating/NN, ABC/NNP)                                                                                          1.32468E-4          0.5     
(rating/NN, same/JJ)                                                                                          1.32468E-4          0.5     
(rating/NNS, eer/NN)                                                                                          1.32468E-4          1.0     
(ratio/NN:2, 1/CD)                                                                                            1.32468E-4          1.0     
(unit/NN, one/CD)                                                                                             1.32468E-4          0.02857 
(((xp/NN, Brand/NNP), Bond/NNP), Gold/NNP)                                                                    1.32468E-4          1.0     
(bit/NN, one/CD)                                                                                              1.32468E-4          0.05882 
((pipe/NNS, pex/NN), hot/JJ)                                                                                  1.32468E-4          0.5     
(hand/NN, first/JJ)                                                                                           1.32468E-4          0.14286 
(hammer/NN, normal/JJ)                                                                                        1.32468E-4          0.11111 
(bit/NN, loose/JJ)                                                                                            1.32468E-4          0.05882 
((F./NNP, deg/NN), 110/CD)                                                                                    1.32468E-4          1.0     
(unit/NNS, condenser/NN)                                                                                      1.32468E-4          0.16667 
(bit/NN, last/JJ)                                                                                             1.32468E-4          0.05882 
(Hammer/NNP, Sledge/NNP)                                                                                      1.32468E-4          1.0     
(hammer/NN, regular/JJ)                                                                                       1.32468E-4          0.11111 
((wire/NN, gauge/NN), 12/CD)                                                                                  1.32468E-4          0.25    
(direction/NN, feed/NN)                                                                                       1.32468E-4          0.14286 
((plug/NN, amp/NN), 20/CD)                                                                                    1.32468E-4          0.5     
((cordless/NN, 12v/NN), Ryobi/NNP)                                                                            1.32468E-4          1.0     
(hardwood/NN, replace/install/NN)                                                                             1.32468E-4          1.0     
((((((Sold/NNP, Plastic/NNP), 15W/NNP), #SHT/NNP), Model/NNP), warranty/NN), limited/JJ)                      1.32468E-4          1.0     
(block/NN, glass/NN)                                                                                          1.32468E-4          0.2     
(blade/NN, regular/JJ)                                                                                        1.32468E-4          0.25    
(use/NN, specialty/NN)                                                                                        1.32468E-4          0.1     
((house/NN, tree/NN), small/JJ)                                                                               1.32468E-4          1.0     
(direction/NN, wrong/JJ)                                                                                      1.32468E-4          0.14286 
(distance/NN, same/JJ)                                                                                        1.32468E-4          0.2     
(ratio/NN, correct/JJ)                                                                                        1.32468E-4          1.0     
((converter/NN, voltage/NN), low/JJ)                                                                          1.32468E-4          1.0     
(hanger/NNS, double-shear/JJ)                                                                                 1.32468E-4          0.2     
(handler/NN, whole/JJ)                                                                                        1.32468E-4          0.16667 
((wiring/NN, voltage/NN), low/JJ)                                                                             1.32468E-4          1.0     
(rawlplug/NNS, long/JJ)                                                                                       1.32468E-4          0.5     
(((heat/NN, radiator/NN), style/NN), early/JJ)                                                                1.32468E-4          1.0     
((plan/NN, service/NN), annual/JJ)                                                                            1.32468E-4          1.0     
(hassle/NN, maintenance/NN)                                                                                   1.32468E-4          1.0     
(harm/NN, less/JJR)                                                                                           1.32468E-4          1.0     
(rawlplug/NNS, two/CD)                                                                                        1.32468E-4          0.5     
(razor/NN, single-edged/JJ)                                                                                   1.32468E-4          1.0     
(rcd/NN, 30ma/NN)                                                                                             1.32468E-4          1.0     
(re-sale/NN, future/JJ)                                                                                       1.32468E-4          1.0     
(vac/NNS, central/JJ)                                                                                         1.32468E-4          1.0     
((place/NN, salvage/NN), architectural/JJ)                                                                    1.32468E-4          1.0     
(hatch/NN, access/NN)                                                                                         1.32468E-4          1.0     
(bit/NNS, various/JJ)                                                                                         1.32468E-4          0.25    
(bit/NNS, last/JJ)                                                                                            1.32468E-4          0.25    
(hatch/NNS, small/JJ)                                                                                         1.32468E-4          1.0     
(hatch/NNS, several/JJ)                                                                                       1.32468E-4          1.0     
(vanity/NN, higher/JJR)                                                                                       1.32468E-4          0.5     
(blade/NNS, moon/rounded/JJ)                                                                                  1.32468E-4          0.25    
((plank/NNS, flooring/NN), hardwood/NN)                                                                       1.32468E-4          1.0     
(head/NNS, heavier/JJR)                                                                                       1.32468E-4          0.25    
(((furnace/NN, series/NN), G40UHX/NNP), Lennox/NNP)                                                           1.32468E-4          1.0     
(head/NN, fastener/NN)                                                                                        1.32468E-4          0.14286 
(block/NN, cinder/NN)                                                                                         1.32468E-4          0.2     
(variety/NNS, expensive/JJ)                                                                                   1.32468E-4          0.5     
((plug/NN, amp/NN), 15/CD)                                                                                    1.32468E-4          0.5     
((cord/NN, power/NN), device/NN)                                                                              1.32468E-4          1.0     
(vendor/NNS, many/JJ)                                                                                         1.32468E-4          1.0     
((build-up/NN, mold/NN), location/NN)                                                                         1.32468E-4          1.0     
(direction/NN, horizontal/JJ)                                                                                 1.32468E-4          0.14286 
(head/NN, nail/NN)                                                                                            1.32468E-4          0.14286 
(veneer/NNS, oak/NN)                                                                                          1.32468E-4          1.0     
((cook/NN, glass/NN), sealed/JJ)                                                                              1.32468E-4          1.0     
(block/NN, apartment/NN)                                                                                      1.32468E-4          0.2     
(blanket/NN, thick/JJ)                                                                                        1.32468E-4          1.0     
(heat/NN, central/JJ)                                                                                         1.32468E-4          0.11111 
((pliers/NNS, lock/NN), channel/NN)                                                                           1.32468E-4          1.0     
(head/NNS, shower/NN)                                                                                         1.32468E-4          0.25    
(head/NNS, more/JJR)                                                                                          1.32468E-4          0.25    
(vent/NNS, ridge/NN)                                                                                          1.32468E-4          0.11111 
((plate/NNS, wall/NN), low-voltage/JJ)                                                                        1.32468E-4          1.0     
(bleach/NN, Use/NNP)                                                                                          1.32468E-4          1.0     
((http://www.myflorida.com/licensee//NN, presence/NN), nice/JJ)                                               1.32468E-4          1.0     
(ventilation/NN, improper/JJ)                                                                                 1.32468E-4          0.16667 
(blasting/NN, sand/NN)                                                                                        1.32468E-4          1.0     
(headache/NN, maintenance/NN)                                                                                 1.32468E-4          1.0     
(direction/NN, same/JJ)                                                                                       1.32468E-4          0.14286 
(re-strip/NN, socket/NN)                                                                                      1.32468E-4          1.0     
(reading/NN, worth/JJ)                                                                                        1.32468E-4          1.0     
(version/NN, basic/JJ)                                                                                        1.32468E-4          0.2     
((((((Conditioner/NNP, Air/NNP), Inverter/NNP), System/NNP), Split/NNP), kw/NN), 6.2/CD)                      1.32468E-4          1.0     
((countertop/NN, surface/NN), solid/JJ)                                                                       1.32468E-4          1.0     
(heater/NN, booster/NN)                                                                                       1.32468E-4          0.07143 
(blotch/NNS, big/JJ)                                                                                          1.32468E-4          1.0     
((preparation/NN, bldg/NN), outside/JJ)                                                                       1.32468E-4          1.0     
(Video/NNP, Component/NNP)                                                                                    1.32468E-4          1.0     
(direction/NN, one/CD)                                                                                        1.32468E-4          0.14286 
(reading/NNS, strange/JJ)                                                                                     1.32468E-4          1.0     
(((way/NN, half/NN), door/NN), garage/NN)                                                                     1.32468E-4          1.0     
(vinegar/NN, Run/NNP)                                                                                         1.32468E-4          1.0     
(direction/NN, joist/NN)                                                                                      1.32468E-4          0.14286 
(reason/NN, apparent/JJ)                                                                                      1.32468E-4          0.125   
(reason/NN, big/JJ)                                                                                           1.32468E-4          0.125   
(reason/NN, good/JJ)                                                                                          1.32468E-4          0.125   
(reason/NN, main/JJ)                                                                                          1.32468E-4          0.125   
((plywood/NN, inch/NN), 1/2/CD)                                                                               1.32468E-4          0.5     
((point/NN, entry/NN), likely/JJ)                                                                             1.32468E-4          1.0     
((plywood/NN, grade/NN), finish/NN)                                                                           1.32468E-4          1.0     
(heater/NN, simple/JJ)                                                                                        1.32468E-4          0.07143 
(((version/NN, Freight/NNP), Harbor/NNP), 34/CD)                                                              1.32468E-4          1.0     
(heater/NN, Electric/NNP)                                                                                     1.32468E-4          0.07143 
(heater/NN, electric/JJ)                                                                                      1.32468E-4          0.07143 
(void/NNS, wall/NN)                                                                                           1.32468E-4          0.33333 
((current/NN, maximum/NN), same/JJ)                                                                           1.32468E-4          1.0     
(block/NNS, rabon/NN)                                                                                         1.32468E-4          0.14286 
(heating/NN, baseboard/NN)                                                                                    1.32468E-4          0.25    
(((circuit/NNS, amp/NN), gauge/20/NN), 12/CD)                                                                 1.32468E-4          1.0     
((wiring/NN, time/NN), much/JJ)                                                                               1.32468E-4          1.0     
(disadvantage/NNS, 2/CD)                                                                                      1.32468E-4          1.0     
(heater/NNS, immersion/NN)                                                                                    1.32468E-4          0.14286 
((wire/NN, ground/NN), green/JJ)                                                                              1.32468E-4          0.5     
(distance/NN, right/JJ)                                                                                       1.32468E-4          0.2     
(reason/NN, one/CD)                                                                                           1.32468E-4          0.125   
(reason/NN, particular/JJ)                                                                                    1.32468E-4          0.125   
(((frame/NN, unit/NN), conditioning/NN), air/NN)                                                              1.32468E-4          1.0     
(heating/NN, simultaneous/JJ)                                                                                 1.32468E-4          0.25    
(board/NN, fiber/NN)                                                                                          1.32468E-4          0.05556 
(blow/NNS, wind/NN)                                                                                           1.32468E-4          0.5     
(volume/NN, high/JJ)                                                                                          1.32468E-4          0.5     
((cost/NN, energy/NN), standby/JJ)                                                                            1.32468E-4          1.0     
(blow/NNS, few/JJ)                                                                                            1.32468E-4          0.5     
(height/NN, comfortable/JJ)                                                                                   1.32468E-4          0.1     
((point/NN, datum/NNS), one/CD)                                                                               1.32468E-4          1.0     
((housing/NN, fan/NN), original/JJ)                                                                           1.32468E-4          1.0     
(dirt/NN, compacted/JJ)                                                                                       1.32468E-4          0.33333 
(heave/NN, frost/NN)                                                                                          1.32468E-4          1.0     
(wall/NN, ICF/NNP)                                                                                            1.32468E-4          0.02273 
((corner/NNS, degree/NN), 90/CD)                                                                              1.32468E-4          1.0     
(board/NN, deck/NN)                                                                                           1.32468E-4          0.05556 
(blower/NNS, fireplace/NN)                                                                                    1.32468E-4          1.0     
(holder/NN, own/JJ)                                                                                           1.32468E-4          1.0     
((plywood/NN, redwood/NN), resistant/JJ)                                                                      1.32468E-4          1.0     
(height/NN, stool/NN)                                                                                         1.32468E-4          0.1     
(height/NN, sink/NN)                                                                                          1.32468E-4          0.1     
(direction/NNS, strange/JJ)                                                                                   1.32468E-4          1.0     
((plywood/NN, m/NN), 2.44/CD)                                                                                 1.32468E-4          1.0     
(reason/NNS, good/JJ)                                                                                         1.32468E-4          0.14286 
(reason/NNS, historical/JJ)                                                                                   1.32468E-4          0.14286 
(reason/NNS, many/JJ)                                                                                         1.32468E-4          0.14286 
(reason/NNS, principle/NN)                                                                                    1.32468E-4          0.14286 
(wall/NNS, external/JJ)                                                                                       1.32468E-4          0.04762 
(boad/NNS, floor/NN)                                                                                          1.32468E-4          1.0     
(herring/NN, red/JJ)                                                                                          1.32468E-4          1.0     
(board/NN, control/NN)                                                                                        1.32468E-4          0.05556 
(wall/NNS, outer/JJ)                                                                                          1.32468E-4          0.04762 
((crowbar/NN, weight/NN), good/JJ)                                                                            1.32468E-4          1.0     
(hole/NN, nail/screw/NN)                                                                                      1.32468E-4          0.05263 
((house/NN, UK/NNP), semi-detached/JJ)                                                                        1.32468E-4          1.0     
((post/NNS, fence/NN), wooden/JJ)                                                                             1.32468E-4          1.0     
(discount/NN, small/JJ)                                                                                       1.32468E-4          1.0     
(distance/NN, longer/JJR)                                                                                     1.32468E-4          0.2     
(((wall/NN, bearing/NN), load/NN), non/JJ)                                                                    1.32468E-4          1.0     
((point/NNS, selling/NN), big/JJ)                                                                             1.32468E-4          1.0     
(hole/NN, giant/JJ)                                                                                           1.32468E-4          0.05263 
((wiring/NN, time/NN), harder/JJR)                                                                            1.32468E-4          1.0     
(reason/NNS, safety/NN)                                                                                       1.32468E-4          0.14286 
(rebate/NNS, good/JJ)                                                                                         1.32468E-4          0.5     
(rebate/NNS, offer/NN)                                                                                        1.32468E-4          0.5     
(hole/NN, deep/JJ)                                                                                            1.32468E-4          0.05263 
((wire/NN, ground/NN), separate/JJ)                                                                           1.32468E-4          0.5     
(dispenser/NN, front/JJ)                                                                                      1.32468E-4          1.0     
(distance/NN, good/JJ)                                                                                        1.32468E-4          0.2     
(receptacle/NNS, GFCI/NNP)                                                                                    1.32468E-4          1.0     
(reception/NN, poor/JJ)                                                                                       1.32468E-4          1.0     
(recipe/NN, above/JJ)                                                                                         1.32468E-4          1.0     
(recommendation/NNS, good/JJ)                                                                                 1.32468E-4          1.0     
((((®/NN, Humitek/NNP), Brand/NNP), ®/NNP), Sheetrock/NNP)                                                    1.32468E-4          1.0     
((point/NNS, mono/NN), 3/CD)                                                                                  1.32468E-4          1.0     
(water/NN, acidic/JJ)                                                                                         1.32468E-4          0.0122  
(hole/NN, sewer/NN)                                                                                           1.32468E-4          0.05263 
(board/NN, treated/JJ)                                                                                        1.32468E-4          0.05556 
(hole/NNS, clean/JJ)                                                                                          1.32468E-4          0.04167 
((point/NN, sticking/NN), common/JJ)                                                                          1.32468E-4          1.0     
(((Chemicals/NNPS, Organic/NNP), Volatile/NNP), =/JJ)                                                         1.32468E-4          1.0     
((work/NN, roofing/NN), little/JJ)                                                                            1.32468E-4          1.0     
(distance/NNS, large/JJ)                                                                                      1.32468E-4          0.5     
((post/NN, corner/NN), 6x6/JJ)                                                                                1.32468E-4          1.0     
(((wall/NN, basement/NN), wall/NN), exterior/NN)                                                              1.32468E-4          1.0     
((poison/NN, ant/NN), perfect/JJ)                                                                             1.32468E-4          1.0     
((hygienist/NN, abatement/NN), asbestos/NN)                                                                   1.32468E-4          1.0     
(DIY/NNP, anything/NN)                                                                                        1.32468E-4          1.0     
(dollar/NNS, 1000/CD)                                                                                         1.32468E-4          0.25    
(door/NN, pet/JJ)                                                                                             1.32468E-4          0.01449 
((coverage/NN, %/NN), 10/CD)                                                                                  1.32468E-4          1.0     
((CA/NNP, Carlos/NNP), San/NNP)                                                                               1.32468E-4          1.0     
(24/NNP, Title/NNP)                                                                                           1.32468E-4          1.0     
(board/NNS, bottom/NN)                                                                                        1.32468E-4          0.07692 
((zone/NNS, Comfort/NNP), Home/NNP)                                                                           1.32468E-4          1.0     
(reference/NN, ServiceMagic/NNP)                                                                              1.32468E-4          1.0     
(reference/NNS, answer/NN)                                                                                    1.32468E-4          0.5     
(reference/NNS, site/NN)                                                                                      1.32468E-4          0.5     
(refrigerator/NN, new/JJ)                                                                                     1.32468E-4          1.0     
(distance/NNS, shorter/JJR)                                                                                   1.32468E-4          0.5     
(diy'er/NNS, amateur/JJ)                                                                                      1.32468E-4          1.0     
(hole/NNS, weep/NN)                                                                                           1.32468E-4          0.04167 
((infrastructure/NN, water/NN), cooling/JJ)                                                                   1.32468E-4          1.0     
((country/NN, desert/NN), high/JJ)                                                                            1.32468E-4          1.0     
(regulation/NN, government/NN)                                                                                1.32468E-4          1.0     
