Itemset                                                                                                       Support           Confidence
((fan/NN, extractor/NN), bathroom/NN)                                                                         8.89222E-6          0.625   
((fan/NN, exhaust/NN), window/NN)                                                                             8.89222E-6          0.0463  
((fan/NN, exhaust/NN), old/JJ)                                                                                8.89222E-6          0.0463  
(thermostat/NN, lower/JJR)                                                                                    8.89222E-6          0.00644 
(thermostat/NN, 5-wire/JJ)                                                                                    8.89222E-6          0.00644 
(dish/NN, satellite/NN)                                                                                       8.89222E-6          0.19231 
(outlet/NNS, 120v/NN)                                                                                         8.89222E-6          0.00396 
((fan/NN, bedroom/NN), portable/JJ)                                                                           8.89222E-6          0.83333 
(direction/NN, short/JJ)                                                                                      8.89222E-6          0.01244 
(texture/NN, surface/NN)                                                                                      8.89222E-6          0.03817 
((failure/NN, opener/NN), touchngo/NN)                                                                        8.89222E-6          1.0     
((failure/NN, GM100/NNP), Goodman/NNP)                                                                        8.89222E-6          1.0     
(((piece/NN, frame/NN), bed/NN), small/JJ)                                                                    8.89222E-6          1.0     
(testing/NN, further/JJ)                                                                                      8.89222E-6          0.06667 
((face/NN, filter/NN), furnace/NN)                                                                            8.89222E-6          1.0     
(testing/NN, water/NN)                                                                                        8.89222E-6          0.06667 
((extension/NN, brick/NN), old/JJ)                                                                            8.89222E-6          1.0     
(thickness/NN, double/JJ)                                                                                     8.89222E-6          0.01502 
(thermostat/NN, programable/JJ)                                                                               8.89222E-6          0.00644 
(thermometer/NN, meat/NN)                                                                                     8.89222E-6          0.11628 
(oven/NN, built-in/JJ)                                                                                        8.89222E-6          0.02016 
(outlet/NN, replaced/JJ)                                                                                      8.89222E-6          0.00251 
((expectancy/NN, life/NN), average/JJ)                                                                        8.89222E-6          0.625   
((exposure/NN, term/NN), long/JJ)                                                                             8.89222E-6          0.83333 
(dimmer/NNS, many/JJ)                                                                                         8.89222E-6          0.03876 
(dimmer/NN, new/JJ)                                                                                           8.89222E-6          0.08064 
(tester/NN, neon/NN)                                                                                          8.89222E-6          0.01672 
(test/NN, small/JJ)                                                                                           8.89222E-6          0.01938 
((equipment/NN, computer/NN), small/JJ)                                                                       8.89222E-6          0.83333 
((epoxy/NN, grade/NN), knife/NN)                                                                              8.89222E-6          0.55556 
(test/NN, one/CD)                                                                                             8.89222E-6          0.01938 
(dimension/NN, outside/JJ)                                                                                    8.89222E-6          0.05556 
(outlet/NN, half-hot/JJ)                                                                                      8.89222E-6          0.00251 
(test/NN, Radon/NNP)                                                                                          8.89222E-6          0.01938 
(test/NN, first/JJ)                                                                                           8.89222E-6          0.01938 
((engine/NN, cycle/NN), 2/CD)                                                                                 8.89222E-6          0.625   
(test/NN, next/JJ)                                                                                            8.89222E-6          0.01938 
(diligence/NN, due/JJ)                                                                                        8.89222E-6          0.71429 
(terminology/NN, proper/JJ)                                                                                   8.89222E-6          0.1087  
(termination/NN, duct/NN)                                                                                     8.89222E-6          0.22727 
(terminal/NNS, traveler/NN)                                                                                   8.89222E-6          0.01232 
(terminal/NNS, spade/NN)                                                                                      8.89222E-6          0.01232 
((electricity/NN, phase/NN), three/CD)                                                                        8.89222E-6          1.0     
(difference/NN, slight/JJ)                                                                                    8.89222E-6          0.01263 
(difference/NN, real/JJ)                                                                                      8.89222E-6          0.01263 
(outlet/NN, drain/NN)                                                                                         8.89222E-6          0.00251 
(outlet/NN, double/JJ)                                                                                        8.89222E-6          0.00251 
(difference/NN, phase/NN)                                                                                     8.89222E-6          0.01263 
((exchanger/NN, heat/NN), warm/JJ)                                                                            8.89222E-6          0.2     
(terminal/NNS, b/NN)                                                                                          8.89222E-6          0.01232 
(outlet/NN, cable/NN)                                                                                         8.89222E-6          0.00251 
((duct/NNS, metal/NN), sheet/NN)                                                                              8.89222E-6          0.38462 
(terminal/NNS, ground/NN)                                                                                     8.89222E-6          0.01232 
((duct/NNS, metal/NN), rigid/JJ)                                                                              8.89222E-6          0.38462 
(outlet/NN, dead/JJ)                                                                                          8.89222E-6          0.00251 
(terminal/NN, outlet/NN)                                                                                      8.89222E-6          0.01094 
(outlet/NN, bad/JJ)                                                                                           8.89222E-6          0.00251 
(outlet/NN, air/NN)                                                                                           8.89222E-6          0.00251 
(difference/NN, functional/performance/NN)                                                                    8.89222E-6          0.0313  
((duct/NN, aluminum/NN), rigid/JJ)                                                                            8.89222E-6          0.625   
(((cleaning/NN, duct/NN), duct/NN), Air/NNP)                                                                  8.89222E-6          1.0     
(terminal/NN, n/NN)                                                                                           8.89222E-6          0.01094 
((Dryer/NNP, Centennial/NNP), Maytag/NNP)                                                                     8.89222E-6          1.0     
(outlet/NN, additional/JJ)                                                                                    8.89222E-6          0.00251 
((drop/NN, voltage/NN), total/JJ)                                                                             8.89222E-6          0.1087  
((dryer/NN, gas/NN), natural/JJ)                                                                              8.89222E-6          0.45455 
(((clearance/NN, hood/NN), range/NN), standard/JJ)                                                            8.89222E-6          1.0     
(terminal/NN, 1/CD)                                                                                           8.89222E-6          0.01094 
((drop/NN, voltage/NN), less/JJR)                                                                             8.89222E-6          0.1087  
((drop/NN, pressure/NN), water/NN)                                                                            8.89222E-6          0.29412 
(diagram/NN, simple/JJ)                                                                                       8.89222E-6          0.02451 
(diagram/NN, rough/JJ)                                                                                        8.89222E-6          0.02451 
((driver/NN, impact/NN), first/JJ)                                                                            8.89222E-6          0.27778 
((drip/NN, heater/NN), water/NN)                                                                              8.89222E-6          1.0     
(order/NN, same/JJ)                                                                                           8.89222E-6          0.05    
(outlet/NN, pump/NN)                                                                                          8.89222E-6          0.00251 
(((pipe/NN, inlet/NN), cistern/NN), toilet/NN)                                                                8.89222E-6          1.0     
((drill/NN, power/NN), standard/JJ)                                                                           8.89222E-6          0.27778 
((drill/NN, power/NN), cordless/JJ)                                                                           8.89222E-6          0.27778 
(option/NNS, more/JJR)                                                                                        8.89222E-6          0.00694 
(option/NNS, main/JJ)                                                                                         8.89222E-6          0.00694 
((drawer/NN, ext/NN), full/JJ)                                                                                8.89222E-6          0.5     
(device/NNS, splicing/NN)                                                                                     8.89222E-6          0.00901 
((drawer/NN, ext/NN), 16-inch/JJ)                                                                             8.89222E-6          0.5     
(option/NNS, possible/JJ)                                                                                     8.89222E-6          0.00694 
(option/NNS, inexpensive/JJ)                                                                                  8.89222E-6          0.00694 
((drawer/NN, brass/NN), broken/JJ)                                                                            8.89222E-6          1.0     
((drain/NN, tub/NN), bath/NN)                                                                                 8.89222E-6          0.38462 
((drain/NN, perimeter/NN), interior/JJ)                                                                       8.89222E-6          0.83333 
((drain/NN, floor/NN), basement/NN)                                                                           8.89222E-6          0.35714 
((drain/NN, bathtub/NN), freestanding/JJ)                                                                     8.89222E-6          0.38462 
(option/NNS, basic/JJ)                                                                                        8.89222E-6          0.00694 
(device/NNS, various/JJ)                                                                                      8.89222E-6          0.00901 
(device/NNS, new/JJ)                                                                                          8.89222E-6          0.00901 
((downlead/NNS, prevention/NN), lightning/NN)                                                                 8.89222E-6          1.0     
(temperature/NN, specific/JJ)                                                                                 8.89222E-6          0.00582 
(device/NNS, combination/NN)                                                                                  8.89222E-6          0.00901 
((door/NNS, core/NN), solid/JJ)                                                                               8.89222E-6          0.29412 
(option/NN, next/JJ)                                                                                          8.89222E-6          0.00585 
(device/NNS, 14/CD)                                                                                           8.89222E-6          0.00901 
((door/NN, wood/NN), solid/JJ)                                                                                8.89222E-6          0.3125  
(temperature/NNS, cooler/JJR)                                                                                 8.89222E-6          0.01901 
(device/NNS, 1/CD)                                                                                            8.89222E-6          0.00901 
(option/NN, obvious/JJ)                                                                                       8.89222E-6          0.00585 
((door/NN, refrigerator/NN), SubZero/NNP)                                                                     8.89222E-6          0.83333 
(option/NN, excellent/JJ)                                                                                     8.89222E-6          0.00585 
(option/NN, effective/JJ)                                                                                     8.89222E-6          0.00585 
((door/NN, fireplace/NN), glass/NN)                                                                           8.89222E-6          1.0     
(device/NNS, wireless/JJ)                                                                                     8.89222E-6          0.00901 
(device/NN, specific/JJ)                                                                                      8.89222E-6          0.00825 
((drill/NN, hammer/NN), standard/JJ)                                                                          8.89222E-6          0.17241 
(option/NN, economical/JJ)                                                                                    8.89222E-6          0.00585 
((door/NN, screen/NN), wood/NN)                                                                               8.89222E-6          0.38462 
((door/NN, attic/NN), metal/NN)                                                                               8.89222E-6          1.0     
(opposite/NN, exact/JJ)                                                                                       8.89222E-6          0.71429 
(device/NN, rectangular/JJ)                                                                                   8.89222E-6          0.00825 
(device/NN, next/JJ)                                                                                          8.89222E-6          0.00825 
(device/NN, grounding/NN)                                                                                     8.89222E-6          0.00825 
(device/NN, residual-current/JJ)                                                                              8.89222E-6          0.00825 
(((pipe/NN, supply/NN), water/NN), plastic/JJ)                                                                8.89222E-6          0.5     
(device/NN, current/JJ)                                                                                       8.89222E-6          0.00825 
(temperature/NN, elevated/JJ)                                                                                 8.89222E-6          0.00582 
(temperature/NN, correct/JJ)                                                                                  8.89222E-6          0.00582 
(temperature/NN, operating/NN)                                                                                8.89222E-6          0.00582 
(option/NN, diy/NN)                                                                                           8.89222E-6          0.00585 
(device/NN, bad/JJ)                                                                                           8.89222E-6          0.00825 
((diameter/NN, hole/NN), maximum/NN)                                                                          8.89222E-6          0.55556 
(device/NN, 120v/NN)                                                                                          8.89222E-6          0.00825 
(opening/NNS, similar/JJ)                                                                                     8.89222E-6          0.04673 
(detergent/NN, laundry/NN)                                                                                    8.89222E-6          0.07143 
(opening/NNS, two/CD)                                                                                         8.89222E-6          0.04673 
((Device/NNP, Current/NNP), Residual/NNP)                                                                     8.89222E-6          1.0     
((device/NN, z-wave/NN), single/JJ)                                                                           8.89222E-6          1.0     
(opening/NN, pipe/NN)                                                                                         8.89222E-6          0.01142 
(opening/NN, original/JJ)                                                                                     8.89222E-6          0.01142 
(temperature/NN, constant/JJ)                                                                                 8.89222E-6          0.00582 
(opening/NN, square/JJ)                                                                                       8.89222E-6          0.01142 
((detector/NNS, monoxide/NN), carbon/NN)                                                                      8.89222E-6          1.0     
((detector/NN, voltage/NN), proximity/NN)                                                                     8.89222E-6          0.16667 
((detector/NN, smoke/NN), one/CD)                                                                             8.89222E-6          0.19231 
(detail/NN, little/JJ)                                                                                        8.89222E-6          0.03906 
(detail/NN, enough/JJ)                                                                                        8.89222E-6          0.03906 
((depot/NN, home/NN), local/JJ)                                                                               8.89222E-6          0.71429 
(detail/NN, one/CD)                                                                                           8.89222E-6          0.03906 
(temp/NN, ideal/JJ)                                                                                           8.89222E-6          0.03597 
(opening/NN, entire/JJ)                                                                                       8.89222E-6          0.01142 
((deck/NN, standing/NN), free/JJ)                                                                             8.89222E-6          1.0     
(ontop/NN, wall/NN)                                                                                           8.89222E-6          0.71429 
(tee/NN, brass/NN)                                                                                            8.89222E-6          0.11905 
(technique/NNS, several/JJ)                                                                                   8.89222E-6          0.06579 
(desk/NN, wood/NN)                                                                                            8.89222E-6          0.04    
((damage/NN, water/NN), previous/JJ)                                                                          8.89222E-6          0.11364 
(one/NNS, thick/JJ)                                                                                           8.89222E-6          0.00533 
(one/NNS, same/JJ)                                                                                            8.89222E-6          0.00533 
(one/NNS, several/JJ)                                                                                         8.89222E-6          0.00533 
((d/NN, square/NN), old/JJ)                                                                                   8.89222E-6          1.0     
(one/NNS, shorter/JJR)                                                                                        8.89222E-6          0.00533 
(tb/NNS, 1/CD)                                                                                                8.89222E-6          0.625   
(one/NNS, nice/JJ)                                                                                            8.89222E-6          0.00533 
((cycle/NN, pump/NN), sump/NN)                                                                                8.89222E-6          1.0     
(task/NN, small/JJ)                                                                                           8.89222E-6          0.04808 
(one/NNS, long/JJ)                                                                                            8.89222E-6          0.00533 
(tech/NN, repair/NN)                                                                                          8.89222E-6          0.08621 
(one/NNS, low/JJ)                                                                                             8.89222E-6          0.00533 
(one/NNS, little/JJ)                                                                                          8.89222E-6          0.00533 
(one/NNS, lower/JJR)                                                                                          8.89222E-6          0.00533 
(task/NN, daunting/JJ)                                                                                        8.89222E-6          0.04808 
(tarp/NN, blue/JJ)                                                                                            8.89222E-6          0.25    
(tape/NNS, heat/NN)                                                                                           8.89222E-6          0.22727 
(tape/NN, Tyvek/NNP)                                                                                          8.89222E-6          0.00392 
((coverage/NN, %/NN), 100/CD)                                                                                 8.89222E-6          0.625   
(description/NN, better/JJR)                                                                                  8.89222E-6          0.05747 
(one/NNS, current/JJ)                                                                                         8.89222E-6          0.00533 
((cover/NN, register/NN), ceiling/NN)                                                                         8.89222E-6          0.83333 
(tape/NN, proper/JJ)                                                                                          8.89222E-6          0.00392 
((cover/NN, ceiling/NN), light/JJ)                                                                            8.89222E-6          0.55556 
(tape/NN, ptfe/NN)                                                                                            8.89222E-6          0.00392 
(depth/NN, enough/JJ)                                                                                         8.89222E-6          0.01736 
(tape/NN, Paper/NNP)                                                                                          8.89222E-6          0.00392 
((Council/NNP, Wood/NNP), American/NNP)                                                                       8.89222E-6          0.83333 
((cottage/NN, grid/NN), off/JJ)                                                                               8.89222E-6          1.0     
(one/NNS, 2/CD)                                                                                               8.89222E-6          0.00533 
(description/NN, brief/JJ)                                                                                    8.89222E-6          0.05747 
(Depot/NNP, Office/NNP)                                                                                       8.89222E-6          0.00984 
((corner/NNS, degree/NN), non-90/JJ)                                                                          8.89222E-6          0.38462 
(tape/NN, minor/JJ)                                                                                           8.89222E-6          0.00392 
(one/NN, first/JJ)                                                                                            8.89222E-6          0.03106 
(tape/NN, housewrap/NN)                                                                                       8.89222E-6          0.00392 
(one/NN, black/JJ)                                                                                            8.89222E-6          0.03106 
(oil/NN, painting/NN)                                                                                         8.89222E-6          0.01222 
(demand/NN, heating/NN)                                                                                       8.89222E-6          0.1087  
((cord/NN, extension/NN), retractable/JJ)                                                                     8.89222E-6          0.08621 
(task/NN, one/CD)                                                                                             8.89222E-6          0.04808 
(Depot/NNP, Lowes/Home/NNP)                                                                                   8.89222E-6          0.00984 
(demand/NN, high/JJ)                                                                                          8.89222E-6          0.1087  
((copper/NN, awg/NN), 8/CD)                                                                                   8.89222E-6          0.20833 
(orbit/NN, random/JJ)                                                                                         8.89222E-6          0.83333 
(opening/NN, large/JJ)                                                                                        8.89222E-6          0.01142 
((cooling/NN, upstairs/NN), better/JJR)                                                                       8.89222E-6          1.0     
(oil/NN, lemon/JJ)                                                                                            8.89222E-6          0.01222 
(oil/NN, light/JJ)                                                                                            8.89222E-6          0.01222 
(degree/NNS, moderate/JJ)                                                                                     8.89222E-6          0.006   
(oil/NN, electric/JJ)                                                                                         8.89222E-6          0.01222 
((control/NN, temperature/NN), shower/NN)                                                                     8.89222E-6          0.5     
(degree/NNS, 82/CD)                                                                                           8.89222E-6          0.006   
(oil/NN, excess/JJ)                                                                                           8.89222E-6          0.01222 
((control/NN, speed/NN), fan/NN)                                                                              8.89222E-6          0.41667 
(degree/NNS, 68/CD)                                                                                           8.89222E-6          0.006   
(tap/NNS, light/JJ)                                                                                           8.89222E-6          0.04274 
(ohm/NNS, 5/CD)                                                                                               8.89222E-6          0.04132 
(office/NN, outdoor/JJ)                                                                                       8.89222E-6          0.0495  
(tap/NN, outside/JJ)                                                                                          8.89222E-6          0.02404 
(degree/NNS, 25/CD)                                                                                           8.89222E-6          0.006   
(odor/NN, pet/NN)                                                                                             8.89222E-6          0.06329 
(degree/NNS, 200/CD)                                                                                          8.89222E-6          0.006   
((connector/NN, wire/NN), push-in/JJ)                                                                         8.89222E-6          0.08621 
(tap/NN, external/JJ)                                                                                         8.89222E-6          0.02404 
(degree/NNS, 140/CD)                                                                                          8.89222E-6          0.006   
((connection/NNS, copper/NN), three/CD)                                                                       8.89222E-6          1.0     
((connection/NNS, fixture/NN), actual/JJ)                                                                     8.89222E-6          1.0     
((connection/NN, turn/NN), quarter/NN)                                                                        8.89222E-6          1.0     
(object/NNS, small/JJ)                                                                                        8.89222E-6          0.05102 
(object/NNS, solid/JJ)                                                                                        8.89222E-6          0.05102 
(ohm/NNS, 25/CD)                                                                                              8.89222E-6          0.04132 
(occurrence/NN, common/JJ)                                                                                    8.89222E-6          0.41667 
(tank/NN, well/NN)                                                                                            8.89222E-6          0.0046  
(object/NN, small/JJ)                                                                                         8.89222E-6          0.05102 
(degree/NN, lesser/JJR)                                                                                       8.89222E-6          0.02632 
(tank/NN, smaller/JJR)                                                                                        8.89222E-6          0.0046  
(object/NN, heavy/JJ)                                                                                         8.89222E-6          0.05102 
(degree/NN, one/CD)                                                                                           8.89222E-6          0.02632 
(degree/NN, 1/CD)                                                                                             8.89222E-6          0.02632 
(tank/NN, single/JJ)                                                                                          8.89222E-6          0.0046  
(o-ring/NN, rubber/NN)                                                                                        8.89222E-6          0.27778 
(deck/NN, tub/NN)                                                                                             8.89222E-6          0.01359 
(deck/NN, skateboard/NN)                                                                                      8.89222E-6          0.01359 
(tank/NN, glass/NN)                                                                                           8.89222E-6          0.0046  
((conductor/NN, grounding/NN), proper/JJ)                                                                     8.89222E-6          0.14706 
(nut/NN, ground/NN)                                                                                           8.89222E-6          0.01196 
((conditioner/NNS, air/NN), window/NN)                                                                        8.89222E-6          0.25    
(nut/NN, coupling/NN)                                                                                         8.89222E-6          0.01196 
((conditioner/NNS, air/NN), portable/JJ)                                                                      8.89222E-6          0.25    
((box/NN, junction/NN), single/JJ)                                                                            8.89222E-6          0.03067 
(tank/NNS, pressure/NN)                                                                                       8.89222E-6          0.03425 
(tank/NN, first/JJ)                                                                                           8.89222E-6          0.0046  
(tank/NN, entire/JJ)                                                                                          8.89222E-6          0.0046  
(table/NNS, load/NN)                                                                                          8.89222E-6          0.10417 
((compressor/NN, air-conditioner/NN), noisy/JJ)                                                               8.89222E-6          1.0     
(table/NN, three-legged/JJ)                                                                                   8.89222E-6          0.01126 
(debris/NN, loose/JJ)                                                                                         8.89222E-6          0.06494 
(debris/NN, much/JJ)                                                                                          8.89222E-6          0.06494 
(debris/NN, construction/NN)                                                                                  8.89222E-6          0.06494 
(table/NN, saw/NN)                                                                                            8.89222E-6          0.01126 
(table/NN, porous/JJ)                                                                                         8.89222E-6          0.01126 
(table/NN, pool/NN)                                                                                           8.89222E-6          0.01126 
(number/NN, exact/JJ)                                                                                         8.89222E-6          0.01202 
(tag/NNS, related/JJ)                                                                                         8.89222E-6          0.25    
(table/NN, outdoor/JJ)                                                                                        8.89222E-6          0.01126 
(table/NN, nice/JJ)                                                                                           8.89222E-6          0.01126 
(number/NN, average/JJ)                                                                                       8.89222E-6          0.01202 
(day/NNS, other/JJ)                                                                                           8.89222E-6          0.00532 
(note/NN, side/JJ)                                                                                            8.89222E-6          0.03497 
(day/NNS, olden/CD)                                                                                           8.89222E-6          0.00532 
(table/NN, load/NN)                                                                                           8.89222E-6          0.01126 
(note/NN, other/JJ)                                                                                           8.89222E-6          0.03497 
(note/NN, last/JJ)                                                                                            8.89222E-6          0.03497 
((code/NNS, building/NN), US/NNP)                                                                             8.89222E-6          0.05952 
(table/NN, 15kg/JJ)                                                                                           8.89222E-6          0.01126 
(tab/NNS, little/JJ)                                                                                          8.89222E-6          0.09804 
(notch/NNS, two/CD)                                                                                           8.89222E-6          0.27778 
(day/NNS, early/JJ)                                                                                           8.89222E-6          0.00532 
((Code/NNP, Plumbing/NNP), Uniform/NNP)                                                                       8.89222E-6          0.27778 
(table/NN, concrete/JJ)                                                                                       8.89222E-6          0.01126 
(deck/NN, cedar/NN)                                                                                           8.89222E-6          0.01359 
(day/NNS, better/JJR)                                                                                         8.89222E-6          0.00532 
(day/NNS, 60/CD)                                                                                              8.89222E-6          0.00532 
((column/NN, porch/NN), wooden/JJ)                                                                            8.89222E-6          1.0     
(noise/NN, strange/JJ)                                                                                        8.89222E-6          0.01475 
(noise/NN, outside/JJ)                                                                                        8.89222E-6          0.01475 
((clay/NN, %/NN), 50/CD)                                                                                      8.89222E-6          1.0     
(Systems/NNPS, Schluter/NNP)                                                                                  8.89222E-6          0.35714 
(day/NN, windy/JJ)                                                                                            8.89222E-6          0.0098  
((clamp/NNS, cable/NN), NM/NNP)                                                                               8.89222E-6          0.41667 
(system/NNS, several/JJ)                                                                                      8.89222E-6          0.00912 
(day/NN, long/JJ)                                                                                             8.89222E-6          0.0098  
(tab/NN, bromine/NN)                                                                                          8.89222E-6          0.0625  
(system/NNS, residential/JJ)                                                                                  8.89222E-6          0.00912 
(day/NN, entire/JJ)                                                                                           8.89222E-6          0.0098  
(system/NNS, irrigation/NN)                                                                                   8.89222E-6          0.00912 
(noise/NN, excessive/JJ)                                                                                      8.89222E-6          0.01475 
(system/NNS, municipal/JJ)                                                                                    8.89222E-6          0.00912 
((circuit/NNS, gfci/NN), dual/JJ)                                                                             8.89222E-6          0.83333 
(datum/NNS, hard/JJ)                                                                                          8.89222E-6          0.09091 
(system/NNS, new/JJ)                                                                                          8.89222E-6          0.00912 
(noise/NN, awful/JJ)                                                                                          8.89222E-6          0.01475 
(nm/NN, type/NN)                                                                                              8.89222E-6          0.14706 
(dashing/NN, pebble/JJ)                                                                                       8.89222E-6          1.0     
((circuit/NNS, ampere/NN), 30/CD)                                                                             8.89222E-6          0.38462 
(dap/NNS, few/JJ)                                                                                             8.89222E-6          0.71429 
(number/NNS, ID/NNP)                                                                                          8.89222E-6          0.04425 
(nipple/NN, pipe/NN)                                                                                          8.89222E-6          0.11111 
(noise/NN, gurgling/JJ)                                                                                       8.89222E-6          0.01475 
(danger/NN, fire/NN)                                                                                          8.89222E-6          0.11111 
((pipe/NN, inch/NN), 4/CD)                                                                                    8.89222E-6          0.13889 
((circuit/NNS, volt/NN), 120/CD)                                                                              8.89222E-6          0.26316 
((circuit/NN, way/NN), three/CD)                                                                              8.89222E-6          0.27778 
(newbie/NN, complete/JJ)                                                                                      7.11378E-6          0.33333 
(symptom/NNS, same/JJ)                                                                                        7.11378E-6          0.15385 
(neutral/NNS, shared/JJ)                                                                                      7.11378E-6          0.07018 
(damage/NN, wall/NN)                                                                                          7.11378E-6          0.00436 
(damage/NN, termite/JJ)                                                                                       7.11378E-6          0.00436 
(system/NN, split-phase/NN)                                                                                   7.11378E-6          0.0017  
(system/NN, sealed/JJ)                                                                                        7.11378E-6          0.0017  
(damage/NN, soot/NN)                                                                                          7.11378E-6          0.00436 
(niche/NN, shower/NN)                                                                                         7.11378E-6          0.66667 
(Neutral/NNP, >/JJR)                                                                                          7.11378E-6          0.28571 
(switch/NN, occupancy/NN)                                                                                     7.11378E-6          9.74184E
(switch/NN, z-wave/NN)                                                                                        7.11378E-6          9.74184E
(system/NN, redundant/JJ)                                                                                     7.11378E-6          0.0017  
(surface/NN, wet/JJ)                                                                                          7.11378E-6          0.00324 
(network/NN, wireless/JJ)                                                                                     7.11378E-6          0.07843 
(damage/NN, rodent/JJ)                                                                                        7.11378E-6          0.00436 
(damage/NN, plaster/NN)                                                                                       7.11378E-6          0.00436 
(nest/NNS, bee/NN)                                                                                            7.11378E-6          0.14286 
